0,6.925
0,1.231
0,0.033
0,3.18
0,0.475
0,0.498
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
-10,10
